83,86
83,249
83,4013
83,4015
83,80466
83,80532
84,250
84,86932
84,86942
85,251
85,93439
85,93455
85,93461
85,93467
85,93469
86,252
86,4013
86,4015
86,57677
86,58515
86,58548
86,58713
86,58717
86,58722
86,71392
86,80466
86,80532
86,86597
86,93421
86,93428
86,93441
249,4015
249,80532
250,86932
250,86942
250,87002
251,93461
251,93467
252,4013
252,46836
252,57692
252,57710
252,57713
252,58521
252,58545
252,58584
252,58672
252,58679
252,58682
252,80346
252,80406
252,80466
252,80634
252,86700
252,86717
252,86992
252,92326
252,92342
252,92355
252,93401
252,94902
807,810
807,47141
807,85089
807,85660
807,93394
807,147983
808,147948
808,147968
808,147970
809,85686
809,93373
809,93394
809,93420
809,94872
809,147988
810,47141
810,85089
810,85660
810,147973
810,147983
847,4015
847,59877
847,59939
847,93434
847,93456
847,93463
848,1081
848,1082
848,1253
849,59952
849,85050
849,91671
849,93439
849,93455
849,93469
1080,46875
1080,46941
1080,47040
1080,47047
1080,84708
1080,86096
1081,1082
1081,1253
1081,2214
1082,1253
1082,2214
1082,59874
1083,2215
1083,85016
1083,85018
1083,85213
1083,85218
1083,93469
1084,2216
1084,59862
1084,59933
1084,85012
1084,93445
1084,93457
1085,84675
1085,85213
1085,85217
1085,93461
1085,93467
1085,147930
1251,1252
1251,59859
1251,59861
1251,93421
1251,93428
1251,108936
1252,59859
1252,59861
1252,59863
1252,93428
1252,108936
1253,2214
1253,59874
1253,59879
1254,58539
1254,59867
1254,59888
1254,84660
1254,148026
1254,148037
2214,59874
2214,59879
2214,59889
2215,85016
2215,85018
2215,85218
2215,93439
2215,93469
2216,59862
2216,59933
2216,85012
2216,85214
2216,93445
2217,59869
2217,84663
2217,84664
2217,85015
2217,108981
2217,108984
2218,84667
2218,85215
2218,93433
2218,93438
2218,93450
2218,93457
4013,80346
4013,80466
4013,80532
4014,61116
4014,97363
4014,148060
4015,47102
4015,47129
4015,59877
4015,59939
4015,61115
4015,80532
4015,84674
4015,85090
4015,85807
4015,85890
4015,85962
4015,85973
4015,86046
4015,93380
4015,93381
4015,93403
4015,93434
4015,93463
8462,87035
8462,87048
8462,87080
8462,87113
8462,87120
8462,87123
8463,147478
8463,147479
8463,147515
8463,147517
8463,147522
8463,147576
12470,12865
12470,13130
12470,13305
12470,13513
12470,15142
12470,22062
12813,13080
12813,14602
12813,14749
12813,22756
12813,32558
12813,35857
12865,12949
12865,13305
12865,13513
12865,14560
12949,13305
12949,13513
12949,14560
12978,12981
12978,13080
12978,32558
12981,13080
12981,32558
12981,35857
13080,32558
13080,35857
13130,13297
13130,13513
13130,15142
13130,22062
13152,13249
13152,13409
13152,14749
13152,22756
13152,31460
13249,13409
13249,31460
13297,15142
13297,22062
13305,13513
13305,14560
13305,15142
13409,14602
13409,14749
13409,22756
13409,31460
13432,14443
13432,14449
13432,14468
13513,15142
14443,14449
14443,14454
14443,14468
14449,14454
14449,14468
14454,14468
14602,14749
14602,22756
14602,32558
14602,35857
14749,22756
14749,35857
15142,22062
22756,31460
32558,35857
42492,86577
42492,86611
42492,86629
42492,86665
42492,86666
42492,86728
43199,79238
43199,79842
43199,80200
43199,80283
43199,80297
43199,81154
44718,53774
44718,58816
44718,58817
44718,58824
44718,86572
44718,86628
46794,46818
46794,46848
46794,46893
46794,46920
46794,46953
46794,92331
46794,92347
46794,93169
46794,94867
46794,147944
46797,46842
46797,46848
46797,46893
46797,46953
46797,46962
46797,47064
46797,71350
46797,71360
46797,71361
46797,92321
46797,93222
46797,94903
46800,46824
46800,46938
46800,47051
46800,57500
46800,57530
46800,85099
46800,85106
46800,85665
46800,93150
46800,93160
46803,46827
46803,46899
46803,46917
46803,46929
46803,57482
46803,84625
46803,92339
46803,93219
46803,93404
46803,93408
46803,94901
46806,46938
46806,47051
46806,57500
46806,57539
46806,57599
46806,85099
46806,85101
46806,85663
46806,93206
46806,93212
46806,93236
46806,147945
46809,46836
46809,46872
46809,47058
46809,57512
46809,57563
46809,57623
46809,86101
46809,93196
46809,148003
46809,148009
46809,148010
46812,46845
46812,46875
46812,57509
46812,57545
46812,57626
46812,71342
46812,71357
46812,85678
46812,86096
46812,92323
46812,93210
46812,147976
46815,46833
46815,46881
46815,46962
46815,47057
46815,57521
46815,71356
46815,86098
46815,93162
46815,93186
46815,93378
46818,46872
46818,46878
46818,46893
46818,46920
46818,47087
46818,47096
46818,93169
46818,93409
46818,94894
46821,46854
46821,46857
46821,46866
46821,57554
46821,84628
46821,85649
46821,85657
46821,92337
46821,92343
46821,93194
46821,93207
46824,46869
46824,47051
46824,57461
46824,57530
46824,71362
46824,85106
46824,85665
46824,93150
46824,93200
46827,46836
46827,46899
46827,57482
46827,57512
46827,71349
46827,85108
46827,92325
46827,93196
46827,93401
46827,94902
46830,46839
46830,46863
46830,46914
46830,57629
46830,92354
46830,93163
46830,93245
46830,94869
46830,94904
46830,147998
46833,46860
46833,46881
46833,47057
46833,47065
46833,57521
46833,71356
46833,86098
46833,93162
46833,93186
46836,46899
46836,57482
46836,57512
46836,71349
46836,92325
46836,93196
46836,93401
46836,94902
46839,46863
46839,46914
46839,57527
46839,84619
46839,85683
46839,92354
46839,93163
46839,93245
46839,94904
46842,46848
46842,46962
46842,47064
46842,71360
46842,85668
46842,86105
46842,92321
46842,93162
46842,93186
46842,93222
46845,57503
46845,57509
46845,57515
46845,57602
46845,57626
46845,71342
46845,71346
46845,71354
46845,71364
46845,85659
46845,94896
46848,46893
46848,46953
46848,47099
46848,71350
46848,71361
46848,85682
46848,93222
46848,93396
46848,93412
46851,46923
46851,46959
46851,47059
46851,47156
46851,57470
46851,57602
46851,93178
46851,93198
46851,94878
46851,147953
46854,46857
46854,46866
46854,46902
46854,47062
46854,57464
46854,84628
46854,93159
46854,147947
46854,147994
46857,46866
46857,46902
46857,57464
46857,57554
46857,84628
46857,92337
46857,147947
46857,147994
46860,46881
46860,46905
46860,57521
46860,57536
46860,71355
46860,71358
46860,85654
46860,86100
46860,93176
46860,148014
46863,47132
46863,57578
46863,57629
46863,92354
46863,93163
46863,93245
46863,94869
46863,94904
46863,147998
46866,57464
46866,57554
46866,84628
46866,92337
46866,93207
46866,147994
46869,57461
46869,57530
46869,57551
46869,71362
46869,85106
46869,85665
46869,93150
46869,93200
46869,148006
46869,148013
46872,46878
46872,47058
46872,57563
46872,57623
46872,86101
46872,93169
46872,93409
46872,94894
46875,46941
46875,57473
46875,57488
46875,57545
46875,71357
46875,84708
46875,86096
46875,92323
46875,93210
46878,46920
46878,47058
46878,57563
46878,57623
46878,86101
46878,93169
46878,93409
46878,94894
46881,47057
46881,47065
46881,47068
46881,57521
46881,71356
46881,93162
46881,93176
46884,46956
46884,47052
46884,47093
46884,57587
46884,84626
46884,84703
46884,85104
46884,93161
46884,93179
46884,93184
46884,93221
46887,46890
46887,47054
46887,57581
46887,57614
46887,57635
46887,71345
46887,86123
46887,93181
46887,93219
46887,93389
46887,94875
46887,94886
46890,46911
46890,47075
46890,47084
46890,47135
46890,57635
46890,84705
46890,93166
46890,93181
46890,93238
46890,93398
46890,94881
46893,46920
46893,46953
46893,71348
46893,92347
46893,93396
46893,147944
46896,46926
46896,46944
46896,85676
46896,85684
46896,92341
46896,92344
46896,93153
46896,93155
46896,93174
46896,93187
46896,93400
46896,93419
46899,46917
46899,46929
46899,57482
46899,84625
46899,85108
46899,93404
46899,93408
46899,94901
46902,47061
46902,47062
46902,57464
46902,57572
46902,71344
46902,85648
46902,93159
46902,93227
46902,94891
46902,147947
46905,57536
46905,57572
46905,71355
46905,71358
46905,84622
46905,85654
46905,86100
46905,93176
46905,93220
46905,93227
46908,46947
46908,57494
46908,92319
46908,92324
46908,92336
46908,92350
46908,93155
46908,93167
46908,93174
46908,93195
46908,93377
46908,93415
46911,46968
46911,47138
46911,57635
46911,71340
46911,71366
46911,92345
46911,92353
46911,93164
46911,93166
46911,93238
46911,94888
46914,57476
46914,57527
46914,84619
46914,85683
46914,85685
46914,92354
46914,93154
46914,93163
46914,94904
46917,46929
46917,57581
46917,57614
46917,71368
46917,84623
46917,86097
46917,92330
46917,92352
46917,93219
46917,94890
46920,46953
46920,47087
46920,47096
46920,71363
46920,93169
46920,93409
46920,94894
46923,47059
46923,47156
46923,57470
46923,57503
46923,57515
46923,57602
46923,85659
46923,93178
46923,94878
46923,147953
46926,46944
46926,47049
46926,93153
46926,93177
46926,93187
46926,93218
46926,93388
46926,93399
46926,93420
46926,94865
46926,147988
46929,57482
46929,57581
46929,71339
46929,71351
46929,86124
46929,92339
46929,93219
46929,93408
46929,94901
46932,46971
46932,47041
46932,57557
46932,57593
46932,57608
46932,85094
46932,93175
46932,93240
46932,147963
46932,147972
46932,147999
46935,46965
46935,47042
46935,47048
46935,47120
46935,57524
46935,57533
46935,57620
46935,85098
46935,93146
46935,93239
46935,147984
46938,47051
46938,57500
46938,85099
46938,85665
46938,93150
46938,93160
46938,93206
46938,93236
46938,147945
46941,47040
46941,47047
46941,47050
46941,57473
46941,57488
46941,57548
46941,57551
46941,84708
46941,93210
46944,85670
46944,92341
46944,92344
46944,93153
46944,93155
46944,93167
46944,93174
46944,93371
46944,93411
46944,94870
46947,46968
46947,47053
46947,47078
46947,57494
46947,93147
46947,93164
46947,93195
46947,93376
46947,93405
46947,94882
46947,94895
46950,47132
46950,57491
46950,57578
46950,57590
46950,57629
46950,84704
46950,84706
46950,85680
46950,93204
46950,93245
46950,94869
46950,147998
46953,71348
46953,92347
46953,93222
46953,93396
46953,93412
46956,47052
46956,84620
46956,85096
46956,85104
46956,85677
46956,93179
46956,93182
46956,93184
46956,93188
46956,93221
46959,47059
46959,57554
46959,85649
46959,85657
46959,92343
46959,93178
46959,93194
46959,93198
46959,93207
46959,147953
46962,85668
46962,86098
46962,86105
46962,92321
46962,93162
46962,93186
46962,93222
46962,93378
46965,47042
46965,57518
46965,57620
46965,85098
46965,85658
46965,92328
46965,93146
46965,93171
46965,93239
46965,147984
46968,47039
46968,47043
46968,47045
46968,57494
46968,92351
46968,93147
46968,93164
46968,93238
46968,93374
46968,93375
46971,47041
46971,57497
46971,57593
46971,85094
46971,86104
46971,93151
46971,93175
46971,93240
46971,147950
46971,147963
47039,47043
47039,47045
47039,47066
47039,57677
47039,93374
47039,93375
47039,93421
47039,93428
47040,47047
47040,47050
47040,47060
47040,57704
47040,57719
47040,84708
47040,92323
47041,47108
47041,47153
47041,58527
47041,85094
47041,86104
47041,147950
47041,147963
47041,147972
47042,47048
47042,47093
47042,47108
47042,47120
47042,57674
47042,85098
47042,85658
47042,86116
47042,92328
47043,47045
47043,47066
47043,47090
47043,57677
47043,93375
47043,93428
47044,47061
47044,47062
47044,57698
47044,58557
47044,71344
47044,84622
47044,85648
47044,85654
47044,86100
47044,92349
47044,94891
47044,147954
47045,47066
47045,47090
47045,47117
47045,93428
47046,47063
47046,47081
47046,47114
47046,92316
47046,93382
47046,93383
47046,93448
47046,93466
47047,47050
47047,47060
47047,47067
47047,57719
47047,92323
47048,47108
47048,47120
47048,92328
47048,94900
47048,147963
47048,147972
47048,147984
47048,147999
47049,93380
47049,93381
47049,93388
47049,93399
47049,93422
47049,93424
47049,93431
47049,93454
47049,93464
47049,94865
47050,47060
47050,47067
47050,57653
47050,57719
47050,85661
47051,57644
47051,57647
47051,58554
47051,85099
47051,85665
47051,147945
47051,147958
47051,147959
47052,47055
47052,47093
47052,57674
47052,58524
47052,58587
47052,84620
47052,84626
47052,84703
47052,85104
47052,147946
47053,47078
47053,92318
47053,93376
47053,93406
47053,93427
47053,93458
47053,94882
47053,94895
47054,47056
